X1,X2,X3
-0.6149736353082731,0.7067999237643032,0.5807990641878171
-0.09950821743288185,0.4719122161925575,-0.6405415999887025
-0.3271437969113966,-0.5099957351729307,0.7556573735532921
-0.20911295007943487,0.9355557237714092,0.8081666494193556
-0.7934213524572209,0.3701386402402711,0.29137105635563154
-0.09349247980392783,0.9741249327564221,0.5821357821719169
-0.3857021939432099,0.6388431439179449,0.10145512157956316
0.0812177976941213,-0.20224175917703868,0.6771637204514644
0.34367249146041634,-0.051852464999311954,-0.8481568188362796
0.5532682451964022,0.1527631416938342,0.884675625168321
0.5677015395116003,0.4886685544825726,-0.5981042907541962
0.5829343967512293,-0.6447709149100076,-0.7634757895492088
0.24623990717117117,-0.7702144455042228,0.05911331647653384
0.2725278969025,-0.5475902074029955,0.6514427097493469
-0.2692231287659548,0.8640267009336708,-0.7267428447500834
-0.2756111224294089,-0.21500031329450087,0.6475410919578497
-0.895516244974375,-0.9309348199044287,0.27641750578389623
0.6174897063373264,0.3963853760451541,-0.8855158527579186
-0.3611972040537803,0.04123389964932933,-0.8319189185333127
0.46987738318398287,0.802810992484245,0.7517039813208743
0.5591440760067428,0.5979951150930782,0.5198213232509143
-0.9491962216508163,-0.9256140697129587,0.7459437013722718
-0.539049972504815,-0.134980459257386,0.027344563473686856
0.3173277442894875,-0.00031558285447186307,0.5825019129679776
-0.1525980683294177,0.1463213782690067,-0.659600891422585
-0.21810753136854344,-0.613318673754869,-0.24817141494323613
0.5211761015188803,0.5148544466858003,0.08301232573638107
-0.4565607535346994,-0.9593468794801965,-0.28630673811542784
-0.8318191897747829,0.8479415527321625,-0.01040955923974285
0.11098786091119206,0.12568727811256575,0.7793116307995365
0.6471274723784775,0.7306597384031237,0.7989684633357153
0.8961348712500312,0.2042223299267314,-0.09790138215548128
-0.5236562931902071,0.5997815640300006,-0.2503242045658016
-0.6443820637414741,-0.3275919705515882,0.2154525274671062
0.7820790637209032,-0.2206191893582632,-0.29915628892787227
0.9911877383582188,0.5218421993460336,0.07024213630002185
-0.5141761881487044,0.9725188293173554,0.3844196445753312
-0.5102893754261055,0.9520685200918204,-0.19401710971201513
0.7671423262755974,-0.09523357275033861,-0.05235182866989252
0.9816663384035003,0.6888653107844473,-0.5964171302988013
0.38043726879012807,-0.24907728416370056,-0.06480037997202714
0.07997358303236068,0.7216055791786413,-0.927319344141017
0.7222247169938001,-0.7994720579189838,-0.07898626925516661
0.9301368535291148,0.6975090386202398,0.25550883330448215
-0.608194698104686,0.6666738995316881,-0.7892493338559488
-0.36745471074670033,-0.6408859844983823,0.018628109999187625
0.9638082609838312,0.39314612397595927,0.6221512864340357
0.8161389123733636,-0.7154259302007724,-0.021011537166823135
-0.031348630457465276,-0.05797624145791613,-0.036397964258854776
-0.3678436006120378,0.5549125206402203,-0.7245266579874707
-0.5502873544931646,-0.8176208894776535,0.4821518075244562
-0.49727947862209243,-0.749664589820848,-0.6145599375249664
0.4408393795630663,-0.7754148919359443,0.28953355187660246
-0.40622374799222394,-0.6014045870848301,0.470417569904537
0.8047262784783844,-0.25179977680949106,-0.19920283314798848
-0.7270687824235262,-0.48539893044368787,-0.91648830630144
-0.1241204619955174,0.46093647413494887,-0.001266225470338389
0.9596169915375616,0.3179893366553208,-0.4169968689534598
-0.4851702488048446,-0.5917264743495925,-0.49396385815480426
-0.34589822737083287,0.4450852205857121,-0.008979535462830368
-0.6090388141017054,-0.9799992124033932,-0.9464319998238397
0.8880901654828124,0.33985276012567334,-0.31017404320247177
0.2936025791973007,0.9105118256239486,0.5724989198414796
0.3334654983500107,-0.014119876602841863,-0.25012360037091663
0.9500103249531282,-0.037487914536038947,0.3655417089900559
-0.8791638964485005,0.5454673439447071,-0.6217962694783803
-0.6681233304154435,-0.6165823542158988,0.8546813661201402
0.5765142482592023,0.8471300564567399,0.6268085050717878
-0.7014263330907566,0.026219192677481074,-0.7389855665313361
0.04171536522800401,-0.6838364131018082,0.7094284002321729
